,name,birth_country
5748,DJ Kool,US
5749,TOBi,
5750,Dae Dae,
5751,Eddy Clearwater,US
5752,Paul Jones,GB
5753,Hans Theessink,AT
5754,Pyeng Threadgill,US
5755,The London Souls,US
5756,Jesse Graham,
5757,Good Rockin' Charles,US
5758,Little Arthur Duncan,
5759,The Solitaires,US
5760,Scott Dunbar,
5761,Steve Howell,US
5762,Big Daddy Wilson,US
5763,Bonnie Lee,US
5764,David Bromberg,US
5765,Lester Davenport,US
5766,Ezra Charles,
5767,Frijid Pink,US
5768,Mark May,US
5769,Bill Doggett,US
5770,The Ugly Kings,AU
5771,Alexis Korner,GB
5772,Freedom Hawk,US
5773,The Real Kids,US
5774,Danny Bryant,GB
5775,Bull Moose Jackson,US
5776,Dust,
5777,Charlie Patton's War,
5778,Johnny Laws,
5779,Guitar Slim,US
5780,Dr. Feelgood,GB
5781,Diunna Greenleaf,US
5782,Lacy Gibson,US
5783,Bobby Rush,US
5784,Blippi,
5785,Pinkfong,KR
5786,Music Together,
5787,The Backyardigans,
5788,The Beat Bugs,
5789,Mickey Mouse,US
5790,Fred Penner,CA
5791,The Chipettes,US
5792,Juice Music,
5793,Barney,US
5794,Barney,US
5795,Sugar Kane Music,
5796,The Fresh Beat Band,US
5797,Rockabye Baby!,US
5798,Dan Zanes,US
5799,Imagination Movers,US
5800,The Paul O'Brien All Stars Band,
5801,The Countdown Kids,
5802,The Countdown Kids,
5803,The Wiggles,AU
5804,SteveSongs,
5805,Parachute Express,
5806,Hap Palmer,US
5807,Hi-5,GR
5808,Enzo Garcia,
5809,Little Apple Band,
5810,Trout Fishing in America,US
5811,Milkshake,US
5812,Randy Kaplan,
5813,Patty Shukla,US
5814,Radha,
5815,The Doodlebops,
5816,Billy Jonas,US
5817,School House Rock,
5818,Justine Clarke,AU
5819,HooplaKidz,
5820,Ralph's World,
5821,The Biscuit Brothers,US
5822,Martha Johnson,CA
5823,Bill Harley,US
5824,AudraRox,
5825,Ella Jenkins,US
5826,Banana Slug String Band,
5827,Bob King,CA
5828,Jack Grunsky,CA
5829,Dan Crow,
5830,Bobs & Lolo,
5831,Brent Holmes,
5832,Sandra Beech,
5833,Linda Book,
5834,Kim Mitzo Thompson,
5835,The Re-Bops,CA
5836,Recess Monkey,
5837,Colin Buchanan,AU
5838,Peter Combe,AU
5839,Johnny Bregar,
5840,Lah-Lah,
5841,Chris McKhool,CA
5842,Karen Mitzo Hilderbrand,
5843,Tom Chapin,US
5844,Drakensberg Boys Choir,ZA
5845,Ken Whiteley,CA
5846,Dresdner Kreuzchor,
5847,Tölzer Knabenchor,DE
5848,The Sippy Cups,US
5849,Rocknoceros,
5850,Pacific Boychoir,US
5851,Hal Smith,US
5852,Jennifer Gasoi,
5853,Jamie Broza,
5854,Farmer Jason,US
5855,Harold Courlander,US
5856,Thomanerchor Leipzig,
5857,Laura Doherty,
5858,Libera,GB
5859,Libera,GB
5860,Tumble Tots,
5861,Cindy Robinson,US
5862,The Wayfarers,AU
5863,Angelis,GB
5864,Susan McRae,
5865,Neva Eder,NZ
5866,YUNGBLUD,
5867,lovelytheband,
5868,WALK THE MOON,US
5869,Jimmy Eat World,US
5870,half•alive,US
5871,Hillsong UNITED,AU
5872,BØRNS,
5873,Wallows,
5874,Two Feet,US
5875,American Authors,US
5876,Ozzy Osbourne,
5877,Glass Animals,GB
5878,The Glorious Sons,CA
5879,Fitz and The Tantrums,US
5880,Barenaked Ladies,CA
5881,Free Nationals,
5882,Moon Taxi,US
5883,Highly Suspect,
5884,Hippo Campus,US
5885,They Might Be Giants,US
5886,Declan McKenna,GB
5887,Wild Party,
5888,HUNNY,US
5889,Neon Trees,US
5890,AViVA,AU
5891,Jaymes Young,US
5892,Max Frost,US
5893,I DONT KNOW HOW BUT THEY FOUND ME,
5894,Saint Motel,
5895,The Struts,GB
5896,Bad Suns,US
5897,Smallpools,
5898,Portugal. The Man,US
5899,Coast Modern,
5900,FEVER 333,US
5901,Unlike Pluto,
5902,NoMBe,
5903,Vacation Manor,
5904,flor,
5905,December Avenue,PH
5906,courtship.,
5907,Himalayas,
5908,K.Flay,US
5909,Cobi,US
5910,Castlecomer,AU
5911,Atlas Genius,AU
5912,The Maine,US
5913,The Wombats,GB
5914,Skan,DE
5915,New Politics,DK
5916,Tommee Profitt,
5917,Ruelle,
5918,Watt White,
5919,Waterparks,
5920,The Palms,
5921,The Vaccines,GB
5922,PUP,CA
5923,SWMRS,US
5924,Paul Lincke,DE
5925,Anna Moffo,IT
5926,Tito Gobbi,IT
5927,Lucia Popp,SK
5928,William Matteuzzi,IT
5929,André-Ernest-Modeste Grétry,FR
5930,Ettore Bastianini,IT
5931,Piero Cappuccilli,IT
5932,Cecilia Bartoli,IT
5933,Teresa Berganza,ES
5934,Geminiano Giacomelli,IT
5935,Antonio Sartorio,IT
5936,Gianfranco Masini,IT
5937,Frederica von Stade,US
5938,June Anderson,US
5939,Richard Heuberger,AT
5940,Fabio Biondi,IT
5941,Niccolò Piccinni,IT
5942,Ian Bostridge,GB
5943,Christian Gerhaher,DE
5944,Giovanni Maria Capelli,IT
5945,Émile Paladilhe,FR
5946,René Jacobs,BE
5947,Elly Ameling,NL
5948,Lorraine Hunt Lieberson,US
5949,Lynne Dawson,GB
5950,Tullio Serafin,IT
5951,Nicolai Gedda,SE
5952,Robert Stolz,AT
5953,Barbara Hendricks,US
5954,Walter Braunfels,DE
5955,Elisabeth Schwarzkopf,DE
5956,Kiri Te Kanawa,NZ
5957,Rinaldo Alessandrini,IT
5958,Barbara Bonney,US
5959,Riccardo Zandonai,IT
5960,Giovanni Pacini,IT
5961,Leonardo Vinci,IT
5962,Metropolitan Opera Orchestra,
5963,Fedora Barbieri,IT
5964,Ruth Ann Swenson,US
5965,Karina Gauvin,CA
5966,Katia Ricciarelli,IT
5967,Carl Millöcker,AT
5968,Robert Merrill,US
5969,Samuel Ramey,US
5970,Niccolò Jommelli,IT
5971,Giuseppe Pietri,IT
5972,Pretty Yende,ZA
5973,Victoria de los Ángeles,ES
5974,Carl Zeller,AT
5975,Vincenzo Righini,IT
5976,Georges Prêtre,FR
5977,Thomas Hampson,US
5978,Luca Antonio Predieri,IT
5979,Pietro Domenico Paradisi,IT
5980,Tion Phipps,
5981,DAY26,US
5982,Crucial Star,KR
5983,Freddie Jackson,US
5984,Calper,GB
5985,Woodie Gochild,KR
5986,Natasha Mosley,
5987,Avery Wilson,
5988,Mulatto,
5989,Butcher Brown,US
5990,Anomalie,
5991,Dwele,US
5992,Psalm,
5993,Laura Misch,
5994,1010 Benja SL,
5995,Kiah Victoria,
5996,Isaac Carree,US
5997,Rahsaan Patterson,US
5998,Asian Doll,
5999,Maximus Wel,PR
6000,Maximus Wel,PR
6001,LightSkinKeisha,
6002,Barney Artist,
6003,JR Castro,
6004,Tiffany Evans,US
6005,Monifah,US
6006,Esperanza Spalding,US
6007,Anthony Evans,US
6008,BenjiFlow,
6009,Lapalux,
6010,Friday Night Plans,JP
6011,Tommy Genesis,CA
6012,Jeremy Passion,
6013,K. Forest,
6014,Hamzaa,
6015,Xcelencia,
6016,Takuya Kuroda,US
6017,David Correy,
6018,Bryan Popin,
6019,Savannah Ré,
6020,Kojey Radical,
6021,Demetria McKinney,US
6022,Baeza,
6023,Mullally,
6024,Lorine Chia,
6025,Thuy,
6026,Tei Shi,AR
6027,정진우,KR
6028,River Tiber,
6029,Kiefer,
6030,Charlotte Dos Santos,US
6031,Ryan Leslie,US
6032,Brooke Valentine,US
6033,Deem Spencer,
6034,Yussef Kamaal,GB
6035,G.Soul,ES
6036,Eloise,
6037,TGT,US
6038,Sofi de la Torre,ES
6039,Mr Hudson,GB
6040,COASTCITY,
6041,Paloma Ford,US
6042,ELO,KR
6043,April + Vista,
6044,TQ,US
6045,Gavin Turek,
6046,Eric Roberson,US
6047,Collard,
6048,Mack Wilds,US
6049,Brandon Banks,US
6050,Arima Ederra,US
6051,2xxx!,
6052,Michael Blume,US
6053,Harrison Brome,
6054,Robert Glasper,US
6055,Lexi,
6056,Lexi,
6057,Joe Armon-Jones,
6058,Leela James,US
6059,Baro,AU
6060,Notifi,CA
6061,Norman Perry,
6062,Terrace Martin,US
6063,Terrace Martin,US
6064,BbyMutha,
6065,Madison McFerrin,
6066,Mars Today,
6067,DMEANOR,KR
6068,Kandi,US
6069,Sophiya,
6070,Niia,US
6071,Elli Ingram,GB
6072,Bandit Gang Marco,
6073,Illa J,US
6074,Fyfe,GB
6075,Blue Lab Beats,
6076,Vicktor Taiwò,
6077,Will Heard,GB
6078,Ye Ali,
6079,Christian Kuria,
6080,Fatima,
6081,Lui Peng,
6082,Oshea,
6083,Mae Muller,
6084,Jesse Baez,
6085,Isabelle Brown,
6086,Dynamic Duo,KR
6087,mabanua,JP
6088,RC & The Gritz,
6089,Gerald Levert,US
6090,Mulherin,US
6091,Dave Hollister,US
6092,Macy Gray,US
6093,Giveon,
6094,Lava La Rue,
6095,w-inds.,JP
6096,City Your City,
6097,The Hics,
6098,R+R=NOW,
6099,Abstract Orchestra,GB
6100,DWY,
6101,St. Beauty,US
6102,THEMXXNLIGHT,
6103,C.S. Armstrong,
6104,Dawn Richard,US
6105,Sam Sure,
6106,Jvck James,
6107,Billy Davis,US
6108,Phlake,DK
6109,Gaab,
6110,Joel Culpepper,
6111,Villette,
6112,Candice Boyd,
6113,yahyel,
6114,Shameik Moore,
6115,Kwaku Asante,GB
6116,EDEN,IE
6117,Iman Omari,
6118,Taylor McFerrin,US
6119,Kelis,US
6120,Rayven Justice,
6121,Jordan Max,
6122,Post Malone,US
6123,Travis Scott,US
6124,Blueface,
6125,Cardi B,US
6126,Juice WRLD,US
6127,Calboy,US
6128,Lil Mosey,US
6129,Lil Uzi Vert,US
6130,6ix9ine,US
6131,Kanye West,
6132,Trippie Redd,US
6133,Lil Dicky,
6134,Bryce Vine,US
6135,Pardison Fontaine,
6136,blackbear,US
6137,Social House,
6138,Lil Tjay,US
6139,Polo G,US
6140,Jon Bellion,US
6141,Roddy Ricch,US
6142,Macklemore,US
6143,Only The Family,
6144,Yung Gravy,US
6145,Fort Minor,US
6146,Quinn XCII,US
6147,YBN Nahmir,US
6148,GASHI,US
6149,DRAM,
6150,Lund,
6151,Kina,IT
6152,Beau Young Prince,
6153,Amenazzy,DO
6154,SOB X RBE,US
6155,Sik World,
6156,Bobby Shmurda,
6157,Christian French,
6158,Luniz,US
6159,LunchMoney Lewis,US
6160,Kin$oul,
6161,Tha Dogg Pound,US
6162,Hare Squead,
6163,Freeway,US
6164,Canesecco,IT
6165,Badshah,
6166,Lucidious,
6167,Benny Benni,PR
6168,Public Enemy,US
6169,Public Enemy,US
6170,Noel Torres,
6171,Rilès,
6172,Mickey Singh,
6173,KEY,JP
6174,070 Shake,US
6175,Nappy Roots,US
6176,Ayo Jay,
6177,Mach & Daddy,PA
6178,Yung Simmie,US
6179,Big Daddy Kane,US
6180,Bone Crusher,US
6181,Chris Travis,
6182,Canserbero,VE
6183,Yung Lean,SE
6184,Jimilian,DK
6185,Yampi,PR
6186,convolk,
6187,Merkules,CA
6188,Queen Latifah,US
6189,Black Rob,US
6190,Cam Meekins,
6191,Ivy Queen,PR
6192,Bliss n Eso,AU
6193,Lil Tracy,US
6194,Wintertime,
6195,OG Maco,
6196,Yaga & Mackie,PR
6197,Caleborate,US
6198,Shop Boyz,US
6199,NSG,
6200,Hi-Rez,US
6201,Webbie,US
6202,Jibbs,US
6203,KAMI,
6204,Tony Kakkar,IN
6205,Master P,US
6206,Guru Randhawa,IN
6207,DJ Nelson,PR
6208,Shyne,US
6209,Croosh,
6210,Jackson Wang,KR
6211,116,
6212,Field Mob,US
6213,Grandmaster Flash & The Furious Five,US
6214,Xzibit,
6215,Kendo Kaponi,PR
6216,Baby Boy Da Prince,
6217,Skepta,GB
6218,K.A.A.N.,US
6219,Spillage Village,US
6220,Lost Boyz,US
6221,Rich Boy,US
6222,Juelz Santana,US
6223,Rowlan,
6224,Healy,
6225,Kirk Knight,US
6226,Dorrough Music,
6227,CalenRaps,
6228,Farid Bang,
6229,BEXEY,
6230,Horse Head,
6231,Joe Budden,US
6232,Era Istrefi,XK
6233,B Young,
6234,Larry Hernández,US
6235,Drama B,
6236,Darshan Raval,IN
6237,Wicca Phase Springs Eternal,US
6238,Ball Greezy,US
6239,Ñejo,PR
6240,Slaughterhouse,US
6241,Cadet,US
6242,Joey Purp,
6243,Roscoe Dash,US
6244,Beret,ES
6245,Stevie Stone,
6246,TK N Cash,
6247,Cassidy,US
6248,Kontra K,
6249,Korede Bello,NG
6250,Wande Coal,NG
6251,Papoose,US
6252,Paper Lovee,
6253,Mr Eazi,NG
6254,F1rstman,NL
6255,WHATUPRG,
6256,Grupo Exterminador,MX
6257,Creek Boyz,
6258,Shakka,GB
6259,Germ,AU
6260,Pastor Troy,US
6261,Pell,
6262,Swoope,
6263,Against All Logic,US
6264,Sean Leon,
6265,The Underachievers,
6266,Baby Rasta & Gringo,PR
6267,Tunji Ige,US
6268,DJ Quik,US
6269,Zion,PR
6270,Toby Love,US
6271,Beanie Sigel,US
6272,Christon Gray,US
6273,Myles Parrish,
6274,Thouxanbanfauni,US
6275,Project Pat,US
6276,Dharius,
6277,Problem,
6278,Icy Narco,
6279,Heltah Skeltah,US
6280,JL,US
6281,Z Money,
6282,Kweku Collins,
6283,Manu Crooks,AU
6284,Huey,
6285,Brown Boy,
6286,Warm Brew,
6287,Zauntee,
6288,Mez,US
6289,MC Davo,MX
6290,Bizzle,
6291,Giggs,GB
6292,Sylvan LaCue,
6293,Aaron Cole,US
6294,93FEETOFSMOKE,
6295,YGTUT,
6296,Dyablo,
6297,Boyz N Da Hood,US
6298,Adrian Eagle,
6299,Jowell & Randy,PR
6300,Jowell & Randy,PR
6301,Jadakiss,US
6302,J-Wright,
6303,Afrika Bambaataa,US
6304,Lacrim,FR
6305,Woodie Smalls,BE
6306,The D.O.C.,US
6307,MANILA GREY,
6308,Guvna B,GB
6309,Towkio,US
6310,Imran Khan,
6311,Heuss L'enfoiré,FR
6312,Pav Dharia,
6313,Kevin Flum,
6314,Maldy,PR
6315,Luny Tunes,DO
6316,Cold Hart,
6317,Shonlock,US
6318,Mark Battles,
6319,Angel Haze,US
6320,Son Lux,
6321,MC Lyte,US
6322,Jarren Benton,US
6323,Lilo Key,
6324,Ranveer Singh,IN
6325,OmenXIII,
6326,Katchafire,NZ
6327,Hurricane Chris,US
6328,Caye,US
6329,Millonario,MX
6330,Thug Life,US
6331,AJ Tracey,GB
6332,Translee,
6333,Allan Kingdom,
6334,Ethereal,
6335,Lil Raven,
6336,Robb Bank$,US
6337,Residente,PR
6338,Maître Gims,FR
6339,Prof,US
6340,Reflection Eternal,US
6341,Kinto Sol,
6342,Snootie Wild,
6343,C-Kan,
6344,MHD,FR
6345,Zac Flewids,
6346,Rahat Fateh Ali Khan,PK
6347,Derek Minor,US
6348,Psymun,
6349,Olamide,
6350,"Tito ""El Bambino""",PR
6351,KirbLaGoop,
6352,Cormega,
6353,Eazy Mac,
6354,Topaz Jones,
6355,Darci,
6356,Cazzu,AR
6357,Black Hippy,US
6358,Maninder Buttar,
6359,Ninho,FR
6360,Newcleus,US
6361,Randolph,GB
6362,Shawty Lo,US
6363,Masta Ace,US
6364,Benjah,US
6365,Freak Nasty,US
6366,Iamsu!,US
6367,Steven Malcolm,
6368,Dopebwoy,NL
6369,Evan and Eris,US
6370,Kamiyada+,
6371,Ex Battalion,PH
6372,Tiwa Savage,NG
6373,Gangsta Pat,US
6374,Lartiste,FR
6375,Bugzy Malone,GB
6376,Ty Brasel,US
6377,Kutt Calhoun,US
6378,Nyck Caution,US
6379,VaVa,
6380,Aha Gazelle,
6381,Z-Ro,US
6382,Krept & Konan,GB
6383,Freddie Dredd,
6384,Lit Killah,
6385,Gyyps,CA
6386,Yuvan Shankar Raja,IN
6387,Devilish Trio,
6388,Sheek Louch,US
6389,Eddie Dee,PR
6390,KXNG Crooked,
6391,Garry Sandhu,
6392,Tate Kobang,
6393,Yxng Bane,
6394,Bhavi,BE
6395,Nate Good,
6396,2Baba,NG
6397,Mr. Criminal,
6398,Lil Toenail,
6399,Funkmaster Flex,US
6400,Black Thought,US
6401,Warhol.SS,
6402,Lil Windex,US
6403,Keith Murray,US
6404,Slim Thug,US
6405,WSTRN,GB
6406,Daler Mehndi,IN
6407,Kojo Funds,
6408,Booba,FR
6409,Kyle Bent,
6410,So Loki,
6411,Mir Fontane,
6412,Darnell Williams,
6413,Jordan Solomon,
6414,Sid Sriram,IN
6415,Pritam,IN
6416,Sadistik,
6417,Emis Killa,IT
6418,The Killers,US
6419,Peter Manos,US
6420,Arctic Monkeys,GB
6421,alt-J,
6422,Christian Leave,US
6423,Kings of Leon,US
6424,The Walters,
6425,Mac DeMarco,CA
6426,Clairo,
6427,Tyler Childers,
6428,No Rome,GB
6429,ayokay,
6430,Absofacto,
6431,Anna Clendening,
6432,FINNEAS,
6433,Jet,AU
6434,Jet,AU
6435,Goody Grace,
6436,Tate McRae,CA
6437,Hoodie Allen,US
6438,Mallrat,
6439,Gus Dapperton,US
6440,The Kooks,GB
6441,LP,
6442,Jack Stauber,
6443,Witt Lowry,US
6444,Sam Tinnesz,
6445,Summer Salt,
6446,Elohim,US
6447,Whethan,US
6448,The xx,GB
6449,girl in red,NO
6450,Peach Pit,
6451,Noah Kahan,US
6452,Carlie Hanson,US
6453,Tatiana Manaois,
6454,bülow,NL
6455,Sheppard,
6456,AJ Mitchell,US
6457,No Vacation,US
6458,A R I Z O N A,
6459,Xuitcasecity,
6460,Oh Wonder,
6461,Kid Quill,
6462,Chase Atlantic,AU
6463,Kid Bloom,US
6464,MisterWives,
6465,Ron Pope,US
6466,Crumb,US
6467,Vansire,
6468,The Lagoons,US
6469,Magic City Hippies,
6470,Luke Christopher,US
6471,Cigarettes After Sex,US
6472,Goth Babe,
6473,Asher Roth,US
6474,Loving,
6475,Shallou,
6476,Craig Cardiff,CA
6477,Hala,
6478,Sammy Adams,US
6479,Big Wild,
6480,City of the Sun,US
6481,ROZES,US
6482,Polo & Pan,FR
6483,Hundred Waters,US
6484,Mellow Fellow,PH
6485,Inner Wave,
6486,Mothica,
6487,Mild High Club,
6488,Cub Sport,
6489,Phum Viphurit,
6490,TV Girl,US
6491,Temporex,
6492,Sjowgren,
6493,Dead Horses,
6494,Alex Newell,US
6495,Triathalon,
6496,slenderbodies,US
6497,Tom Cochrane,CA
6498,EZI,
6499,The Growlers,
6500,Michael Schulte,DE
6501,Oliver Riot,
6502,Beach Fossils,US
6503,Mokita,US
6504,Good Morning,
6505,The Cab,US
6506,Said the Sky,US
6507,JR JR,US
6508,Sure Sure,US
6509,The Mayries,
6510,SALES,
6511,Jai Wolf,
6512,Thomston,NZ
6513,Litany,AU
6514,CRUISR,
6515,Michl,
6516,Life of Dillon,
6517,Yuno,US
6518,Trevor Hall,US
6519,John Paul White,US
6520,Hearts & Colors,
6521,Eves Karydas,AU
6522,Steve Acho,US
6523,Dreamgirl,
6524,Elina,
6525,Gavin Mikhail,
6526,Colony House,
6527,Wafia,
6528,POWERS,
6529,POWERS,
6530,This Band,
6531,Men I Trust,
6532,Anson Seabra,
6533,Ben Rector,US
6534,Faye Webster,
6535,The Wrecks,US
6536,Kidswaste,CA
6537,Current Joys,
6538,Day Wave,
6539,Dream Koala,FR
6540,Purity Ring,CA
6541,Jane XØ,
6542,Dagny,NO
6543,Isbells,BE
6544,King Krule,GB
6545,The Frights,
6546,Michael Seyer,
6547,Bear Hands,US
6548,The Buttertones,
6549,Møme,FR
6550,Kailee Morgue,
6551,Jain,FR
6552,Middle Kids,
6553,Tep No,
6554,Paul Cherry,
6555,Mansionair,
6556,Dardust,
6557,Aer,US
6558,Lotte Kestner,US
6559,Geowulf,
6560,I Belong to the Zoo,
6561,Elephante,
6562,Stalking Gia,US
6563,Coleman Hell,CA
6564,Magic Man,
6565,San Cisco,AU
6566,Felix Cartal,CA
6567,Chiddy Bang,US
6568,Water Liars,US
6569,Jasmine Thompson,GB
6570,Rhys,SE
6571,Autograf,
6572,Surf Curse,US
6573,Grace Grundy,
6574,Alex Turner,GB
6575,The Greeting Committee,
6576,The Black Atlantic,NL
6577,Vera Blue,AU
6578,MOONZz,
6579,Craft Spells,
6580,Maty Noyes,US
6581,Grace Mitchell,US
6582,Giant Rooks,DE
6583,Win and Woo,
6584,Phoria,
6585,The Blaze,FR
6586,Lazy Weekends,
6587,Mother Mother,CA
6588,James Smith,
6589,Voxtrot,US
6590,Beach Goons,
6591,Varsity,
6592,Zella Day,US
6593,Swim Mountain,
6594,Sports,
6595,Ripe,AU
6596,Acid Ghost,
6597,CASTLEBEAT,US
6598,Nyxen,
6599,Meresha,
6600,Sticky Fingers,AU
6601,Youngblood Hawke,US
6602,Blonde Redhead,US
6603,Gang of Youths,
6604,Darnell Smith,
6605,Shwayze,US
6606,Knowsum,
6607,888,
6608,Dansu,
6609,Travis Atreo,
6610,Cris Cab,US
6611,Hot Flash Heat Wave,US
6612,Missy & Blonde,
6613,The Airborne Toxic Event,US
6614,Great Good Fine Ok,US
6615,Ben&Ben,
6616,Ocean Alley,AU
6617,Beach Bunny,
6618,Gerry Cinnamon,
6619,Zachary Knowles,
6620,Moses Gunn Collective,
6621,Yumi Zouma,NZ
6622,Nightly,
6623,Nightly,
6624,FRND,
6625,Arlie,
6626,Roy Irwin,
6627,Jack River,AU
6628,Palace,
6629,Jason Walker,
6630,FIDLAR,US
6631,Alan Gogoll,AU
6632,Freedom Fry,
6633,Balue,US
6634,The Starting Line,
6635,Crooked Colours,AU
6636,Circa Waves,
6637,Jake Miller,US
6638,Alffa,
6639,Smith Westerns,US
6640,Skott,
6641,FLOOR CRY,
6642,The Last Shadow Puppets,GB
6643,Vundabar,
6644,Chelsea Jade,
6645,I Am Oak,NL
6646,Wingtip,
6647,Nadia Reid,NZ
6648,LEE HI,KR
6649,3BallMTY,
6650,Little Chief,
6651,Adna,
6652,Cap Kendricks,DE
6653,"Parks, Squares and Alleys",RU
6654,Swimming Tapes,
6655,Boyscott,
6656,Agar Agar,FR
6657,NE-HI,
6658,Ralph Castelli,
6659,IV Of Spades,PH
6660,Cherry Glazerr,US
6661,Blackbird Blackbird,US
6662,Dramadigs,
6663,Kississippi,
6664,Skegss,
6665,Sara Farell,
6666,Hovvdy,
6667,Boo Seeka,AU
6668,Armors,
6669,Jaira Burns,
6670,sophiemarie.b,US
6671,Fleurie,
6672,Becca Mancari,US
6673,Jósean Log,MX
6674,Hazel English,
6675,Clara Mae,SE
6676,The Messenger Birds,US
6677,Bedroom,US
6678,Pizzagirl,
6679,Boys Age,
6680,Bluestaeb,DE
6681,Luna Shadows,US
6682,Animal House,
6683,Fickle Friends,GB
6684,The National Parks,
6685,The Beths,
6686,Bay Ledges,
6687,Ivory Waves,
6688,Sam Brookes,GB
6689,We Were Promised Jetpacks,
6690,Winston Surfshirt,AU
6691,Aqualung,GB
6692,Catie Turner,
6693,Paperwhite,
6694,Natureboy Flako,
6695,Bicurious,
6696,Stella Donnelly,
6697,E^ST,
6698,London Grammar,GB
6699,Caroline Rose,US
6700,Miniature Tigers,US
6701,Kevin Krauter,
6702,IDER,GB
6703,Magic Bronson,
6704,Jitwam,
6705,Young Rising Sons,US
6706,AJ Rafael,US
6707,Bikini Kill,US
6708,The Griswolds,AU
6709,Your Smith,US
6710,Yoshi Flower,US
6711,The Academic,
6712,Meg Mac,AU
6713,Valley,
6714,Devon Gilfillian,
6715,Urban Cone,SE
6716,Blue Americans,
6717,The Undercover Dream Lovers,
6718,Plums,SE
6719,Astronomyy,GB
6720,Mansur Brown,GB
6721,The Dead South,
6722,Charlotte Cardin,
6723,The Brook & The Bluff,
6724,Ten Fé,GB
6725,Briston Maroney,
6726,Amy Shark,AU
6727,The Rubens,
6728,Kane Strang,
6729,Future Generations,
6730,The Jungle Giants,
6731,Vista Kicks,
6732,Bad Bad Hats,US
6733,Twin Peaks,
6734,Winter Aid,
6735,Pale Waves,
6736,Flatpocket,DE
6737,Knox Hamilton,
6738,Jake Bugg,GB
6739,Set Mo,AU
6740,Post Animal,US
6741,Diskopunk,SE
6742,Etham,GB
6743,Isak Danielson,SE
6744,Kita Alexander,
6745,Animal Years,
6746,Devarrow,CA
6747,The Coral,GB
6748,Running Touch,
6749,Tia Gostelow,AU
6750,SAFIA,AU
6751,Echos,US
6752,Slow Pulp,
6753,CXLOE,
6754,Hum,US
6755,Battle Tapes,US
6756,State Champs,
6757,The Seige,
6758,American Wolves,
6759,Normandie,SE
6760,Up Dharma Down,PH
6761,PVRIS,
6762,Dead Kennedys,US
6763,Bethany Dillon,US
6764,Turnstile,US
6765,Rolling Blackouts Coastal Fever,
6766,South Border,PH
6767,Descendents,US
6768,Callalily,PH
6769,The Summer Set,US
6770,Allan Rayman,
6771,Diamond Thug,
6772,Jess Ray,
6773,Silent Sanctuary,PH
6774,Christian Bautista,PH
6775,Ten Tonnes,GB
6776,Moonstar88,PH
6777,The Brothers Bright,
6778,Sarah Geronimo,PH
6779,Yeng Constantino,PH
6780,Bridge to Grace,
6781,Aaron Keyes,
6782,The Moth & The Flame,
6783,Digital Summer,
6784,Hale,PH
6785,Extreme Music,
6786,Dabrye,US
6787,Odetta Hartman,
6788,The Cardboard Swords,
6789,Erik Santos,PH
6790,Imago,PH
6791,Blossoms,GB
6792,Moriah Peters,US
6793,Olympia,
6794,Hidden Citizens,
6795,Mayonnaise,PH
6796,Jed Madela,PH
6797,Minor Threat,US
6798,Rivermaya,PH
6799,Piolo Pascual,PH
6800,TeZATalks,
6801,The City Harmonic,CA
6802,Finding Favour,
6803,Beatenberg,
6804,Sovereign Grace Music,
6805,Seahaven,US
6806,Ellie Holcomb,US
6807,Tripping Daisy,US
6808,Manic Drive,
6809,IDLES,GB
6810,Alice Phoebe Lou,ZA
6811,Mallory Knox,GB
6812,Aiza Seguerra,PH
6813,Ariel Rivera,PH
6814,JD. Reid,
6815,Bearings,
6816,Written by Wolves,
6817,Twain,US
6818,Rich Mullins,US
6819,Hotel Mira,
6820,Yung Fume,
6821,PHFAT,
6822,From Indian Lakes,
6823,Blaenavon,GB
6824,Eraserheads,PH
6825,Puppy,GB
6826,The Scene Aesthetic,
6827,The Horrors,GB
6828,Solence,
6829,Friday Pilots Club,US
6830,Rozwell Kid,
6831,Kota Banks,
6832,Ravenscode,
6833,The Early November,US
6834,Group 1 Crew,US
6835,Jireh Lim,PH
6836,Johann Sebastian Bach,DE
6837,Johann Sebastian Bach,DE
6838,Harold Budd,US
6839,Wolfgang Amadeus Mozart,AT
6840,Wolfgang Amadeus Mozart,AT
6841,Ludwig van Beethoven,DE
6842,Jóhann Jóhannsson,IS
6843,DragonForce,GB
6844,Claude Debussy,FR
6845,Franz Schubert,AT
6846,Hugar,IS
6847,Philip Glass,US
6848,Gustavo Santaolalla,AR
6849,Maurice Ravel,FR
6850,Franz Liszt,HU
6851,Ólafur Arnalds,IS
6852,Johannes Brahms,DE
6853,Sheku Kanneh-Mason,GB
6854,Erik Satie,FR
6855,Robert Schumann,DE
6856,Richard Strauss,DE
6857,Antonio Vivaldi,IT
6858,Johann Pachelbel,DE
6859,Andrea Bocelli,IT
6860,Agustín Barrios Mangoré,PY
6861,Howard Shore,CA
6862,Howard Shore,CA
6863,Lang Lang,CN
6864,Ralph Vaughan Williams,GB
6865,Gabriel Fauré,FR
6866,Carl Philipp Emanuel Bach,DE
6867,Edvard Grieg,NO
6868,English Chamber Orchestra,GB
6869,Edward Elgar,GB
6870,Felix Mendelssohn,DE
6871,Peter Schmalfuss,DE
6872,Queensrÿche,US
6873,César Franck,FR
6874,Christoph Willibald Gluck,DE
6875,Samuel Barber,US
6876,Béla Bartók,HU
