,name,birth_country
6877,Georgs Pelēcis,LV
6878,Antonín Dvořák,CZ
6879,Hector Berlioz,FR
6880,Alison Balsom,GB
6881,Antônio Carlos Jobim,BR
6882,Wynton Marsalis,US
6883,György Ligeti,HU
6884,Gustav Mahler,AT
6885,Aaron Copland,US
6886,Domenico Scarlatti,IT
6887,André Laplante,CA
6888,George Frideric Handel,GB
6889,Chris Thile,US
6890,Giovanni Battista Sammartini,IT
6891,George Gershwin,US
6892,Arvo Pärt,EE
6893,Fritz Kreisler,AT
6894,Carl Ditters von Dittersdorf,AT
6895,Isaac Albéniz,ES
6896,Isaac Albéniz,ES
6897,Carl Orff,DE
6898,Manuel de Falla,ES
6899,Dave Brubeck,US
6900,Dave Brubeck,US
6901,François Couperin,FR
6902,John Adams,
6903,Lavinia Meijer,NL
6904,Jacques Ibert,FR
6905,Leonard Bernstein,US
6906,Leonard Bernstein,US
6907,Alfred Hill,AU
6908,Xavier Montsalvatge,ES
6909,Gustav Holst,GB
6910,David Lee Roth,US
6911,Olivier Messiaen,FR
6912,Dream Evil,SE
6913,John Cage,US
6914,Jean Sibelius,FI
6915,Maria Theresia von Paradis,AT
6916,Armas Järnefelt,FI
6917,James Bowman,GB
6918,Emma Kirkby,GB
6919,Licinio Refice,IT
6920,Robert Cambert,FR
6921,Isabelle Aboulker,FR
6922,Ernest Reyer,FR
6923,Giuseppe Persiani,IT
6924,Nicolas Isouard,FR
6925,Hermann Raupach,DE
6926,Reinhard Keiser,DE
6927,Jon Vickers,CA
6928,Emmerich Kálmán,HU
6929,Simon Keenlyside,GB
6930,Ramón Vargas,MX
6931,Cesare Siepi,IT
6932,Eduard Künneke,DE
6933,Wolfgang Windgassen,DE
6934,Fred Raymond,AT
6935,Giuseppe Sarti,IT
6936,Patricia Petibon,FR
6937,Nathalie Stutzmann,FR
6938,Ruggero Raimondi,IT
6939,Leontyne Price,US
6940,George London,CA
6941,Richard Tucker,US
6942,Hans Hotter,DE
6943,Peter Schreier,DE
6944,Thomas Allen,
6945,Oscar Straus,AT
6946,Franz Schreker,AT
6947,José van Dam,BE
6948,Bernardo Pasquini,IT
6949,Michel Plasson,FR
6950,Fromental Halévy,FR
6951,Khalid,US
6952,Sam Smith,GB
6953,Marshmello,US
6954,Dean Lewis,AU
6955,Billie Eilish,US
6956,Pedro Capó,PR
6957,Ed Sheeran,GB
6958,Lewis Capaldi,GB
6959,Maroon 5,US
6960,Becky G,US
6961,Martin Garrix,NL
6962,Jason Mraz,US
6963,Loud Luxury,CA
6964,Kygo,NO
6965,John Mayer,US
6966,Mau y Ricky,VE
6967,YK Osiris,
6968,Lukas Graham,DK
6969,Michael Jackson,US
6970,Calum Scott,GB
6971,Dennis Lloyd,IL
6972,AJR,
6973,Adele,GB
6974,Silk City,GB
6975,James Bay,GB
6976,Drax Project,NZ
6977,Owl City,US
6978,Zac Efron,US
6979,Piso 21,CO
6980,Fall Out Boy,US
6981,J Balvin,CO
6982,Rachel Platten,US
6983,The Script,
6984,George Ezra,GB
6985,Maluma,CO
6986,Passenger,GB
6987,Kodaline,IE
6988,Gotye,
6989,Bhad Bhabie,US
6990,Jordan Davis,
6991,Coldplay,GB
6992,BTS,KR
6993,Paramore,US
6994,Grupo Arranke,MX
6995,The Fray,US
6996,Reik,MX
6997,My Chemical Romance,US
6998,Milky Chance,DE
6999,BLACKPINK,KR
7000,Marc Anthony,US
7001,Joel Adams,
7002,Bastille,GB
7003,Cuco,
7004,Manuel Turizo,CO
7005,ABBA,SE
7006,4 Non Blondes,US
7007,mansionz,US
7008,EXO,KR
7009,The Cranberries,IE
7010,Noah Schnacky,
7011,Looking Glass,US
7012,LANY,US
7013,Green Day,US
7014,CHUNG HA,KR
7015,iLOVEFRiDAY,US
7016,The Red Jumpsuit Apparatus,US
7017,HRVY,GB
7018,A Great Big World,US
7019,Teddy Robb,
7020,TOMORROW X TOGETHER,KR
7021,Yellowcard,
7022,Blue Swede,SE
7023,James Blunt,GB
7024,Disclosure,GB
7025,Jack Ü,US
7026,CNCO,US
7027,Tal Bachman,CA
7028,Snow Patrol,GB
7029,Lenin Ramírez,MX
7030,Grupo Codiciado,
7031,New Radicals,US
7032,The Temptations,US
7033,Lou Bega,DE
7034,Daniel Powter,CA
7035,Rixton,
7036,Nacho,VE
7037,CVBZ,
7038,Diplo,
7039,The Proclaimers,
7040,Tiffany,US
7041,Red Velvet,KR
7042,Metro Station,US
7043,Alta Consigna,MX
7044,All Time Low,US
7045,Mario Bautista,MX
7046,Matchbox Twenty,US
7047,Lele Pons,VE
7048,Elle King,US
7049,Gavin DeGraw,US
7050,Edwin McCain,CA
7051,Bryan Adams,CA
7052,Bryan Adams,CA
7053,PENTAGON,KR
7054,Dave Matthews Band,US
7055,Ryan Hurd,US
7056,TWICE,KR
7057,Banda Los Sebastianes,MX
7058,Sister Hazel,US
7059,El Fantasma,MX
7060,Cavetown,
7061,Saweetie,US
7062,Aldo Trujillo,MX
7063,Travie McCoy,US
7064,TAEMIN,KR
7065,Kris Kross Amsterdam,NL
7066,Gabbie Hanna,US
7067,IU,KR
7068,IZ*ONE,KR
7069,IZ*ONE,KR
7070,The Knack,US
7071,Adriel Favela,US
7072,Ulices Chaidez,
7073,Mitch James,
7074,Wheatus,US
7075,SUNMI,KR
7076,Heart,US
7077,Ben E. King,US
7078,Keane,GB
7079,Echosmith,
7080,Woodkid,FR
7081,Taking Back Sunday,US
7082,Jubël,SE
7083,Kenny Man,PA
7084,Gerard Way,US
7085,EXID,KR
7086,MOMOLAND,KR
7087,Shontelle,BB
7088,Michael Bublé,CA
7089,Augustana,US
7090,Ally Brooke,US
7091,Deep Blue Something,US
7092,Au/Ra,AG
7093,Paul Anka,CA
7094,dodie,
7095,Kenny Loggins,US
7096,CLC,KR
7097,Matt Champion,US
7098,Simple Plan,CA
7099,Bonnie Tyler,GB
7100,Boys Like Girls,US
7101,Ariel Camacho y Los Plebes Del Rancho,MX
7102,Set It Off,US
7103,Paloma Mami,US
7104,Wolfine,CO
7105,The Calling,US
7106,LAY,KR
7107,ATEEZ,KR
7108,Abraham Vazquez,
7109,Grey,US
7110,Rico Nasty,US
7111,The Verve Pipe,US
7112,Anitta,BR
7113,Sugarcult,US
7114,Motion City Soundtrack,US
7115,SEVENTEEN,KR
7116,NCT,KR
7117,Ludovico Einaudi,IT
7118,Travis Denning,
7119,J Boog,WS
7120,Grace VanderWaal,US
7121,GOT7,KR
7122,Chayín Rubio,
7123,j-hope,KR
7124,New Found Glory,US
7125,Getter Jaani,EE
7126,John Newman,
7127,NCT 127,KR
7128,Parachute,US
7129,Hot Chocolate,GB
7130,Yellow Days,
7131,Poppy Ackroyd,GB
7132,Silvestre Dangond,CO
7133,The Gregory Brothers,US
7134,The Outfield,GB
7135,KIAN,
7136,BIGBANG,KR
7137,Omar Ruiz,
7138,Natti Natasha,DO
7139,Kansas,US
7140,Roy Blair,
7141,Meredith Brooks,US
7142,WINNER,KR
7143,Zhavia Ward,
7144,Stanaj,
7145,Howie Day,US
7146,Cimorelli,US
7147,Nine Days,US
7148,Cute Is What We Aim For,US
7149,Banda Los Recoditos,MX
7150,Junior Senior,DK
7151,Hawthorne Heights,US
7152,Stray Kids,KR
7153,Donna Lewis,GB
7154,Selena,US
7155,Sam Cooke,US
7156,Sam Cooke,US
7157,Camila,MX
7158,Mayday Parade,US
7159,Vertical Horizon,
7160,Remmy Valenzuela,MX
7161,Rosemary & Garlic,NL
7162,Jesse & Joy,
7163,Lenny Kravitz,US
7164,Adam Levine,US
7165,Yann Tiersen,FR
7166,Anthony Russo,
7167,Joss Favela,MX
7168,Sleeping With Sirens,US
7169,Pancho Barraza,MX
7170,T-Wayne,
7171,G.R.L.,
7172,Secondhand Serenade,US
7173,Cosmo Sheldrake,GB
7174,Banda Tierra Sagrada,
7175,Kero Kero Bonito,GB
7176,Meryl Streep,US
7177,Tonight Alive,AU
7178,Sam Feldt,NL
7179,OMC,NZ
7180,ASTRO,KR
7181,Kim Carnes,US
7182,Prince Fox,
7183,Anarbor,US
7184,Alfredo Olivas,MX
7185,NCT DREAM,KR
7186,The Used,US
7187,Maná,MX
7188,AronChupa,SE
7189,Scotty Sire,US
7190,Wilson Phillips,US
7191,Isaiah,AT
7192,The Ataris,US
7193,Lustra,US
7194,Los De La Noria,
7195,Naomi Scott,GB
7196,Maino,US
7197,O.A.R.,
7198,Lulleaux,
7199,Ruben,
7200,Hayden James,AU
7201,The Tokens,US
7202,Gavin James,IE
7203,Brandon Ratcliff,
7204,ARTY,RU
7205,Nena,DE
7206,Luis Enrique,NI
7207,Crecer German,
7208,Dashboard Confessional,US
7209,El Bebeto,
7210,Fastball,US
7211,Taylor Acorn,
7212,Kevin Ortiz,
7213,Lil Mama,US
7214,José Feliciano,US
7215,Peter Cetera,US
7216,Gladys Knight & The Pips,US
7217,The Living Tombstone,IL
7218,John Parr,GB
7219,GATTÜSO,US
7220,John Smith,CA
7221,Raspberries,US
7222,Leslie Grace,US
7223,Breathe Carolina,US
7224,La Oreja de Van Gogh,ES
7225,PRISTIN V,KR
7226,Los Nuevos Ilegales,
7227,Oscar Cortez,
7228,Brandon Lay,US
7229,Hot Shade,
7230,Lindsey Stirling,US
7231,Ezra Vine,NZ
7232,Agnes Obel,DK
7233,DREAMCATCHER,KR
7234,Richard Marx,US
7235,MIIA,NO
7236,Dion,US
7237,Andrelli,
7238,Luis Miguel,MX
7239,Luis Miguel,MX
7240,Juan Gabriel,MX
7241,Lia Marie Johnson,US
7242,Neck Deep,
7243,Julia Sheer,
7244,NU'EST W,KR
7245,Our Last Night,US
7246,Tina Turner,US
7247,The Lonely Island,US
7248,Stromae,BE
7249,Nils Frahm,DE
7250,Fonseca,CO
7251,Alannah Myles,CA
7252,Bay City Rollers,GB
7253,Jacksepticeye,IE
7254,Ricardo Arjona,GT
7255,The Ronettes,US
7256,Adam Hicks,US
7257,The Click Five,US
7258,Alejandro Sanz,ES
7259,Mozart La Para,DO
7260,Chris Burton,
7261,China Anne McClain,US
7262,Timmies,
7263,Josh A,
7264,AzChike,
7265,Mike Sherm,US
7266,Everlast,US
7267,Kuzu Mellow,
7268,Casanova,DE
7269,King Von,
7270,Vice,
7271,Aries,IT
7272,Hobo Johnson,
7273,Rockie Fresh,US
7274,keshi,
7275,Rehab,
7276,Call Me Karizma,
7277,Sarcastic Sounds,
7278,Jesus Honcho,
7279,Monty Datta,
7280,Uncle Murda,US
7281,Kamaiyah,
7282,guccihighwaters,
7283,Charlie Heat,US
7284,Beowülf,US
7285,Montana of 300,US
7286,MC Breed,US
7287,El Alfa,DO
7288,Lil Yung Pharaoh,
7289,Mozzy,
7290,Kardinal Offishall,
7291,Sneakk,
7292,Lil Pete,
7293,killedmyself,
7294,rei brown,JP
7295,SadBoyProlific,
7296,Teqkoi,
7297,$tupid Young,
7298,Nujabes,JP
7299,KiingRod,
7300,Vinny West,
7301,1takejay,
7302,Wyclef Jean,
7303,J. Dash,US
7304,Lud Foe,
7305,Drakeo the Ruler,
7306,916frosty,
7307,Yhung T.O.,
7308,Young Greatness,US
7309,OMB Peezy,US
7310,Mac Dre,US
7311,Clyde Carson,US
7312,BOE Sosa,
7313,Lil Yase,
7314,Steven Moses,US
7315,FBG Duck,
7316,Salsalino,
7317,Likybo,
7318,Shiloh Dynasty,
7319,T-Dre,
7320,Kur,
7321,Celly Cel,US
7322,Slimmy B,
7323,YungManny,
7324,Funky DL,GB
7325,Rowdy Rebel,
7326,Don Q,US
7327,haroinfather,US
7328,Jay Gwuapo,
7329,Mr. Green,US
7330,Alle Farben,DE
7331,Mystikal,US
7332,MC Eiht,US
7333,ShooterGang Kony,
7334,Play-N-Skillz,US
7335,outsideOUTSIDE,
7336,Chimbala,DO
7337,22Gz,
7338,Pimp C,US
7339,RJMrLA,
7340,TJ Porter,
7341,cøzybøy,
7342,Philthy Rich,US
7343,Fat Pat,US
7344,Flipsyde,US
7345,Insane Clown Posse,US
7346,Vaboh,
7347,Suga Free,
7348,Foreign Forest,
7349,Spice 1,
7350,Pimp Tobi,
7351,Lil Bibby,US
7352,OTB Fastlane,
7353,Ouse,
7354,Boston George,
7355,Attila,US
7356,James Colt,
7357,WillThaRapper,
7358,Amara La Negra,
7359,Brotha Lynch Hung,US
7360,Big Matt,US
7361,MBNel,US
7362,Devour,US
7363,Chaz French,
7364,Lil Revive,
7365,Lil Zay Osama,
7366,Kottonmouth Kings,US
7367,Jase Harley,
7368,June,US
7369,Andre Nickatina,US
7370,Elvy The God,
7371,Grieves,US
7372,6obby,US
7373,Outasight,US
7374,Lil Xtra,
7375,Lildaddex,
7376,Kalan.FrFr,
7377,Spose,
7378,Bulova,
7379,Jutes,
7380,Shade Sheist,US
7381,Sublime,
7382,Bob Marley & The Wailers,JM
7383,Bob Marley & The Wailers,JM
7384,UB40,GB
7385,Dirty Heads,US
7386,Slightly Stoopid,US
7387,Iration,US
7388,Pepper,US
7389,Tash Sultana,
7390,Rebelution,US
7391,Damian Marley,JM
7392,Damian Marley,JM
7393,Sister Nancy,JM
7394,Matisyahu,US
7395,Ini Kamoze,JM
7396,Michael Franti & Spearhead,US
7397,Stick Figure,US
7398,Inner Circle,JM
7399,The Movement,DK
7400,Ziggy Marley,JM
7401,Jimmy Cliff,JM
7402,Enur,DK
7403,Gregory Isaacs,JM
7404,Tribal Seeds,US
7405,SOJA,US
7406,Ballyhoo!,US
7407,The Green,
7408,Collie Buddz,US
7409,Dispatch,US
7410,Katastro,
7411,The Holdup,
7412,Snow,CA
7413,Vybz Kartel,JM
7414,Stephen Marley,JM
7415,Barrington Levy,JM
7416,The Wailers,JM
7417,Shag Rock,
7418,Steel Pulse,GB
7419,Musical Youth,GB
7420,Peter Tosh,JM
7421,Busy Signal,JM
7422,State Radio,US
7423,Popcaan,JM
7424,Israel Vibration,JM
7425,Passafire,US
7426,Three Legged Fox,
7427,Unified Highway,
7428,SDIB,
7429,Toots & The Maytals,JM
7430,Toots & The Maytals,JM
7431,Serani,JM
7432,Buju Banton,JM
7433,John Holt,JM
7434,Eek-A-Mouse,JM
7435,Audiodub,
7436,Beenie Man,JM
7437,Bunny Wailer,JM
7438,Black Uhuru,JM
7439,Alborosie,IT
7440,Tribal Theory,US
7441,Tomorrows Bad Seeds,
7442,Natural Vibrations,US
7443,Soul Majestic,
7444,Culture,JM
7445,Yellowman,JM
7446,Tarrus Riley,JM
7447,Junior Murvin,JM
7448,Dennis Brown,JM
7449,Burning Spear,JM
7450,Desmond Dekker,JM
7451,Horace Andy,JM
7452,Mr. Vegas,JM
7453,I Wayne,JM
7454,Mavado,JM
7455,Snoop Lion,US
7456,Sizzla,JM
7457,Sons Of Zion,NZ
7458,Three Houses Down,
7459,Sashamon,
7460,Spragga Benz,JM
7461,Aidonia,JM
7462,Demarco,JM
7463,Jah Cure,JM
7464,Morgan Heritage,JM
7465,Sie7e,PR
7466,Big Youth,JM
7467,Spawnbreezie,
7468,Alpha Blondy,CI
7469,One Drop,US
7470,Lord Echo,NZ
7471,Iya Terra,
7472,Sugar Minott,JM
7473,Rita Marley,JM
7474,Jacob Miller,JM
7475,Simplified,
7476,Fortunate Youth,US
7477,Maxi Priest,GB
7478,King Tubby,JM
7479,Gentleman,DE
7480,Through The Roots,
7481,Alton Ellis,JM
7482,Current Swell,CA
7483,The Heptones,JM
7484,Capleton,JM
7485,Beres Hammond,JM
7486,Richie Spice,JM
7487,Mad Cobra,JM
7488,The Paragons,JM
7489,10 Ft. Ganja Plant,US
7490,Josh Heinrichs,US
7491,Mat McHugh,AU
7492,G. Love & Special Sauce,US
7493,The Cat Empire,AU
7494,Mike Love,
7495,Al Barry,
7496,Diana King,JM
7497,Alaine,
7498,Freddie McGregor,JM
7499,Long Beach Dub Allstars,US
7500,The Beautiful Girls,AU
7501,Augustus Pablo,JM
7502,Ziggy Marley & The Melody Makers,US
7503,Jah Mason,JM
7504,The Aggrovators,JM
7505,HIRIE,
7506,Julian Marley,JM
7507,Tropidelic,US
7508,Babe Rainbow,
7509,Mikey Dread,JM
7510,Mikey Dread,JM
7511,Marcia Griffiths,JM
7512,Johnny Osbourne,JM
7513,Garnett Silk,JM
7514,Garnett Silk,JM
7515,Giant Panda Guerilla Dub Squad,US
7516,Frank Bridge,GB
7517,Federico Mompou,ES
7518,Joaquín Rodrigo,ES
7519,Anton Bruckner,AT
7520,Eric Whitacre,US
7521,David Lang,US
7522,William Boyce,GB
7523,Helloween,DE
7524,Zoltán Kodály,HU
7525,Robert Saxton,GB
7526,Víkingur Ólafsson,IS
7527,Ola Gjeilo,NO
7528,Buckethead,US
7529,David Maslanka,US
7530,Joe Satriani,US
7531,Thomas Adès,GB
7532,Frederic Rzewski,US
7533,Benjamin Britten,GB
7534,Marty Friedman,
7535,Carl Stamitz,DE
7536,Hildegard von Bingen,DE
7537,Joby Talbot,GB
7538,Francis Poulenc,FR
7539,Muzio Clementi,
7540,London Philharmonic Orchestra,GB
7541,Luigi Boccherini,IT
7542,Max Bruch,DE
7543,Claudio Monteverdi,IT
7544,Gabriel Kahane,US
7545,Steve Reich,US
7546,Jonny Greenwood,GB
7547,Steve Vai,US
7548,Arthur Rubinstein,PL
7549,Henry Purcell,GB
7550,Henry Purcell,GB
7551,Michael Schenker Group,DE
7552,Hildur Guðnadóttir,IS
7553,Cyril Scott,GB
7554,Ignacy Jan Paderewski,PL
7555,Conlon Nancarrow,US
7556,Anders Miolin,SE
7557,Boston Symphony Orchestra,US
7558,Mr. Big,US
7559,Michael Nyman,GB
7560,Bedřich Smetana,CZ
7561,Alessio Bax,IT
7562,Scott Joplin,US
7563,Georg Philipp Telemann,DE
7564,Ergin Kızılay,TR
7565,Frederick Delius,GB
7566,Max Reger,DE
7567,Ferde Grofé,US
7568,John Field,IE
7569,London Symphony Orchestra,GB
7570,Terry Riley,US
7571,Gregorio Allegri,IT
7572,Giovanni Pierluigi da Palestrina,IT
7573,Niccolò Paganini,IT
7574,Morten Lauridsen,US
7575,Kamelot,US
7576,Ēriks Ešenvalds,LV
7577,Bryce Dessner,US
7578,Aulis Sallinen,FI
7579,Leoš Janáček,CZ
7580,Karol Szymanowski,PL
7581,Percy Grainger,AU
7582,Gerald Finzi,GB
7583,Itzhak Perlman,US
7584,Christopher Blake,
7585,John Dowland,GB
7586,Hubert Parry,
7587,Johann Nepomuk Hummel,AT
7588,Carl Nielsen,DK
7589,Kenji Bunch,US
7590,John Rutter,GB
7591,Miloš Karadaglić,ME
7592,Martha Argerich,AR
7593,Liquid Tension Experiment,US
7594,Battle Beast,FI
7595,Arturo Márquez,MX
7596,Richard Reed Parry,CA
7597,Leprous,NO
7598,Fazıl Say,TR
7599,James MacMillan,GB
7600,Stratovarius,FI
7601,Carl Maria von Weber,DE
7602,John 5,US
7603,Astor Piazzolla,AR
7604,Freedom Call,DE
7605,Étienne Nicolas Méhul,FR
7606,Iron Savior,DE
7607,Carlos Guastavino,AR
7608,Haken,GB
7609,Rhapsody,
7610,Miguel Llobet Solés,ES
7611,Rakesh Chaurasia,IN
7612,Antonio Lauro,VE
7613,Ferdinand Ries,DE
7614,Paul Dukas,FR
7615,Hariprasad Chaurasia,IN
7616,Stephen Paulus,US
7617,Racer X,US
7618,Josef Mysliveček,CZ
7619,Sunhae Im,KR
7620,André Previn,US
7621,Michael Haydn,AT
7622,Andy Timmons,US
7623,Bloodbound,SE
7624,Leo Brouwer,CU
7625,William Grant Still,US
7626,Michio Mamiya,
7627,John Tavener,GB
7628,Blind Guardian,DE
7629,Giovanni Paisiello,IT
7630,Daniel Barenboim,AR
7631,Mason Bates,US
7632,Antonio Salieri,IT
7633,Einojuhani Rautavaara,FI
7634,Leopold Godowsky,PL
7635,George Butterworth,GB
7636,Peter Warlock,GB
7637,Giulio Regondi,IT
7638,Ottorino Respighi,IT
7639,Freak Kitchen,SE
7640,Roland Dyens,FR
7641,Dobrinka Tabakova,BG
7642,Pascal Rogé,FR
7643,Geirr Tveitt,NO
7644,Julius Eastman,US
7645,Alfred Brendel,AT
7646,Michael Harrison,US
7647,Domenico Cimarosa,IT
7648,Maya Beiser,US
7649,Falconer,SE
7650,Nikolaus Harnoncourt,AT
7651,Twilight Guardians,FI
7652,Nico Muhly,US
7653,Vladimir Ashkenazy,IS
7654,Jacob Gade,DK
7655,Avantasia,DE
7656,Henryk Wieniawski,PL
7657,Guillaume Dufay,FR
7658,Masterplan,DE
7659,Ernesto Nazareth,BR
7660,Derek Charke,CA
7661,Ravi Shankar,IN
7662,Paul Mealor,GB
7663,Frank Ticheli,US
7664,Alisa Weilerstein,US
7665,Bombay Jayashri,IN
7666,Charles Ives,US
7667,Oskar Merikanto,FI
7668,Firewind,GR
7669,Krzysztof Penderecki,PL
7670,Andy James,
7671,The Tallis Scholars,GB
7672,Moritz Moszkowski,DE
7673,Sonata Arctica,FI
7674,Giulio Caccini,IT
7675,Paul Gilbert,US
7676,Karlheinz Stockhausen,DE
7677,Richie Kotzen,
7678,Kronos Quartet,US
7679,Osvaldo Golijov,AR
7680,Michael Finnissy,GB
7681,Howard Hanson,US
7682,Alberto Nepomuceno,BR
7683,Judd Greenstein,US
7684,John Ireland,GB
7685,Carlos Gardel,AR
7686,Eddie Daniels,US
7687,Iced Earth,US
7688,Ali Akbar Khan,US
7689,Mystic Prophecy,DE
7690,Amjad Ali Khan,IN
7691,Andrew York,US
7692,Grave Digger,DE
7693,Savatage,US
7694,Johan Svendsen,NO
7695,Guthrie Govan,GB
7696,Shruti Sadolikar,
7697,Primal Fear,DE
7698,Benet Casablancas,ES
7699,The Aristocrats,US
7700,Ernest Bloch,CH
7701,Dale Kavanagh,CA
7702,Urmas Sisask,EE
7703,Ron Jarzombek,
7704,Anat Cohen,
7705,Huw Watkins,GB
7706,Ricardo Cobo,CO
7707,Franz Berwald,SE
7708,Wiener Philharmoniker,AT
7709,Maria João Pires,PT
7710,Mauro Giuliani,IT
7711,Debashish Bhattacharya,IN
7712,Jenny Lin,US
7713,Wilhelm Stenhammar,SE
7714,Edguy,DE
7715,Fernando Sor,ES
7716,Morton Feldman,US
7717,Florent Schmitt,FR
7718,Eugene Ormandy,US
7719,Twilight Force,SE
7720,Snorri Hallgrímsson,
7721,Arcangelo Corelli,IT
7722,Chickenfoot,MX
7723,Nevermore,US
7724,New York Philharmonic,US
7725,New York Philharmonic,US
7726,Yngwie Malmsteen,SE
7727,Carl Friedrich Abel,DE
7728,George Crumb,US
7729,Wilhelm Kempff,DE
7730,Michael Byron,US
7731,Veigar Margeirsson,
7732,Andrés Segovia,ES
7733,Stuttgart Piano Trio,DE
7734,Jason Becker,US
7735,Gus G.,GR
7736,Nicholas Goluses,US
7737,Northern Kings,FI
7738,Zbigniew Preisner,PL
7739,William Duckworth,US
7740,Gamma Ray,DE
7741,Giuseppe Tartini,IT
7742,Edoardo Catemario,IT
7743,John Luther Adams,US
7744,Giovanni Battista Pergolesi,IT
7745,Quincy Porter,US
7746,Van Canto,DE
7747,John Mackey,US
7748,Dubravka Tomšič,SI
7749,Nick Johnston,CA
7750,Andrei Krylov,CA
7751,Nigel Osborne,GB
7752,Johann Christian Bach,DE
7753,L. Subramaniam,IN
7754,Academy of Ancient Music,GB
7755,Mieczysław Weinberg,SU
7756,Bernd Alois Zimmermann,DE
7757,Ferruccio Busoni,IT
7758,Pelle Gudmundsen-Holmgreen,DK
7759,Friedrich Gulda,AT
7760,Ben Frost,IS
7761,Alexandre Tansman,FR
7762,Jeffrey McFadden,CA
7763,Visions of Atlantis,AT
7764,Hopkinson Smith,US
7765,Erich Wolfgang Korngold,AT
7766,Symphony X,US
7767,Pérotin,FR
7768,Anton Webern,AT
7769,Alexis Weissenberg,BG
7770,Borodin Quartet,RU
7771,Herbert von Karajan,AT
7772,Marjan Mozetich,CA
7773,Radu Lupu,RO
7774,John Philip Sousa,US
7775,Ken Thomson,
7776,Galina Grigorjeva,UA
7777,U. Srinivas,IN
7778,José Pablo Moncayo,MX
7779,John Corigliano,US
7780,Gabriel Jackson,GB
7781,George Benjamin,
7782,Angélica Negrón,PR
7783,Elvenking,IT
7784,Huelgas Ensemble,BE
7785,Nocturnal Rites,SE
7786,Jason Vieaux,US
7787,Wojciech Kilar,PL
7788,Jeroen van Veen,NL
7789,Girolamo Frescobaldi,IT
7790,Jenő Jandó,HU
7791,Caroline Shaw,US
7792,Thomas Blug,
7793,Evergrey,
7794,William Bolcom,US
7795,Alan Hovhaness,US
7796,Louis Couperin,FR
7797,György Kurtág,HU
7798,Nathaniel Bartlett,
7799,Heinrich Ignaz Franz von Biber,AT
7800,Peter Boyer,US
7801,Heinrich Schütz,DE
7802,Carl Vine,AU
7803,Federico Moreno Torroba,ES
7804,Michael Angelo Batio,US
7805,The Hilliard Ensemble,GB
7806,Selim Palmgren,FI
7807,Elliott Carter,US
7808,Maurice Duruflé,FR
7809,Cindy McTee,US
7810,Arnold Rosner,US
7811,Edmund Welles,US
7812,Chicago Symphony Orchestra,US
7813,Bruce Adolphe,US
7814,Pinchas Zukerman,CA
7815,John McCormack,IE
7816,Xuefei Yang,CN
7817,David Borden,US
7818,Joey Roukens,NL
7819,Gerald Garcia,GB
7820,Karol Radziwonowicz,
7821,Nancy Allen,US
7822,Bohuslav Martinů,CZ
7823,Ivan Moody,GB
7824,Conrado del Campo,ES
7825,Meredith Monk,US
7826,Leroy Anderson,US
7827,Paul Robeson,US
7828,Arthur Grumiaux,BE
7829,Luc Ferrari,FR
7830,Julia Wolfe,US
7831,Ernest John Moeran,GB
7832,Johann Baptist Cramer,GB
7833,Joel Puckett,US
7834,Ancient Bards,IT
7835,Manuel Barrueco,CU
7836,John Petrucci,US
7837,Theocracy,US
7838,Richard Addinsell,GB
7839,Gavin Bryars,GB
7840,Colin Matthews,GB
7841,Franz Xaver Richter,AT
7842,Aaron Jay Kernis,US
7843,Richard Danielpour,US
7844,Zakir Hussain,IN
7845,Remy Van Kesteren,
7846,Baltazar Benítez,UY
7847,Jan Dismas Zelenka,CZ
7848,Per Nørgård,DK
7849,Marin Marais,FR
7850,Jascha Heifetz,US
7851,Vincent Ho,
7852,William Lawes,GB
7853,Victor Villadangos,AR
7854,Zez Confrey,US
7855,Ronald Stevenson,GB
7856,Will Todd,GB
7857,Hugo Wolf,AT
7858,Wim Mertens,BE
7859,Malcolm Arnold,GB
7860,Kevin Puts,US
7861,Hugo Alfvén,SE
7862,Glenn Gould,CA
7863,Glenn Gould,CA
7864,Michael Praetorius,DE
7865,Artemis Quartet,DE
7866,Lost Horizon,SE
7867,Stjepan Hauser,HR
7868,Therion,SE
7869,Ayreon,NL
7870,Hilary Hahn,US
7871,Celesty,FI
7872,Franz Danzi,DE
7873,Dragony,AT
7874,Kurt Atterberg,SE
7875,Kim André Arnesen,NO
7876,Kurt Weill,DE
7877,Carlo Gesualdo,IT
7878,Jordan Rudess,US
7879,Fulvio Caldini,IT
7880,Imrat Khan,IN
7881,Pēteris Vasks,LV
7882,Franz von Suppé,AT
7883,Georg Matthias Monn,AT
7884,Kalevi Aho,FI
7885,Emmanuel Pahud,CH
7886,Charles Daellenbach,CA
7887,George Antheil,US
7888,Claudio Arrau,CL
7889,Missy Mazzoli,US
7890,Shawn Lane,US
7891,Zubin Mehta,IN
7892,Greg Howe,US
7893,Werner Haas,DE
7894,Victor Herbert,IE
7895,Jorn,NO
7896,Darkwater,SE
7897,Paul Hindemith,DE
7898,Al Di Meola,US
7899,James Whitbourn,GB
7900,Peter Schickele,US
7901,David Gompper,US
7902,Astral Doors,SE
7903,Royal Scottish National Orchestra,
7904,Sarah Kirkland Snider,US
7905,Scott Henderson,US
7906,Olga Scheps,DE
7907,Gidon Kremer,LV
7908,Steven Bryant,US
7909,Walter Gieseking,DE
7910,Allan Holdsworth,GB
